USUÁRIO										
Nome:	Kleber Manoel Infante									
Email:	corujito@gmail.com									
CAMPEONATO										
Nome:	Copa Do Mundo									
Ano:	2018									
TIMES										
nome	imagem do logo									
Alianza	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/alianza-1.jpg									
All Blacks	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/allblacks265x65px.jpg									
Aurora Cochabamba	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/aurora65x65px.jpg									
Barcelona	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/barcelona65x65px.jpg									
Bayern	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/bayern-1.jpg									
Brasil										
Celeste	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/celeste.jpg									
Clássicos	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/classicos65x65px.jpg									
Colo-Colo	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/colocolo65x65px.jpg									
Corinthians	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/corinthians.jpg									
Dudinka	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/escudo-dudinka2.jpg									
Everest	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/everest65x65px.jpg									
Fenerbate	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/fenerbate.jpg									
Galaxie 70	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/galaxie70.jpg									
Galoucos e Danone	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/galoucosdanone.jpg									
Íbis Barcelona	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/ibis.jpg									
Lokomotiv	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/lokomotiv-1.jpg									
Mitos	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/mitos-1.jpg									
Náutico	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/nautico-1.jpg									
Parathinaikos	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/parathinaikos-1.jpg									
Real	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/real-1.jpg									
River Plate	https://clubejundiaiense.com.br/wp-content/uploads/2017/07/riverplate65x65px.jpg									
